question,answer
'چگونه می توانم در طرح آسان خرید به عنوان مشتری (دارنده کارت) ثبت نام کنم؟','پرسنل بانک: با مراجعه به سایت آسان خرید به آدرس asankharid.tejaratbank.ir و ورود به حساب کاربری خود، در قسمت کارت آسان خرید>ثبت نام پرسنل، با تکمیل مشخصات و اطلاعات موردنیاز می توانند حساب کاربری خود را فعال نمایند. مشتریان حقیقی: مشتریان محترم میتوانند طی مراجعه به شعب بانک نسبت به ثبت نام محصول آسان خرید اقدام نمایند. مشتریان سازمانی: سازمان ها و موسسات محترم میتوانند طی مراجعه به شعب بانک نسبت به دریافت محصول آسان خرید برای پرسنل زیر مجموعه ی خود اقدام نمایند.'
'چگونه به عنوان پذیرنده عضو شبکه آسان خرید شوم ؟','در شبکه آسان خرید، شرکت کارت اعتباری ایران کیش به عنوان شریک تجاری بانک،مسئولیت جذب پذیرندگان،نصب و پشتیبانی پایانه های فروشگاهی و مدیریت سیستم را برعهده دارد.
هم چنین متقاضیان می توانند جهت عقد قرارداد پذیرندگی محصول آسان خرید با شماره تلفن 02185944396 تماس حاصل نمایند.'
'نام کاربری و رمز عبور من در پنل آسان خرید چیست؟','نام کاربری شامل شماره حسابی است که اعتبار آسان خرید بر روی آن شارژ گردیده که در خصوص پرسنل رسمی و قراردادی بانک همان شماره حساب کارت خرید ایشان است.'
'میزان اعتبار تخصیصی به هر فرد چه میزان است ؟','پرسنل بانک: اعتبار تخصیص یافته به پرسنل 2 برابر مجموع چهار آیتم اول فیش حقوقی ایشان (حقوق پایه، حق جذب، حق عائله مندی و اولاد) و قابل افزایش تا 500میلیون ریال با توثیق سفته مانند مشتری حقیقی می باشد. حداکثر اعتبار قابل تخصیص به هریک از خریداران عضو شبکه آسان خرید برابر ضوابط تا سقف 2میلیارد ریال می باشد. مشتریان معرفی شده از سوی سازمان: برابر ضوابط تا سقف 500 میلیون ریال که با درخواست منطقه و تایید مدیریت امور قابل افزایش تا سقف 2 میلیارد ریال می باشد.'
'چگونه سقف اعتبار آسان خرید خود را افزایش دهم ؟','پرسنل: صدور کارت آسان خرید تا سقف پانصد میلیون ریال و در قبال سفته برای کارکنان بانک تجارت (اعم از شاغل و بازنشسته) در شعب امکانپذیر می باشد. لازم به ذکر است اعتبار جدید همکاران برروی کارت خرید آنان شارژ نمی گردد لذا باید نسبت به معرفی شماره تجارت کارت جدیدی اقدام نمایند. مشتریان به صورت انفرادی: مشتریان می توانند طی مراجعه به شعبه با افزایش میزان وثیقه نسبت به افزایش اعتبار خود تا سقف قانونی اقدام نمایند.'
'اکانت مشتری منقضی شده است، چگونه اکانت خود را فعال نماید؟','به دلیل اتمام مهلت 12 ماهه استفاده از اعتبار مصرفی و یا در صورت تغییر وضعیت از شاغل به بازنشسته و ابطال از طریق شعبه، اکانت مشتریان منقضی می گردد. در این موارد لازم است ضمن بررسی، بابت تمدید مهلت استفاده 1- مشتریان عادی رابه مراجعه به شعبه ثبت نام کننده 2- پرسنل بانک: ورود خود شخص به پنل کاربری اش و انتخاب گزینه تمدید اعتبار راهنمایی کرد. در مورد پرسنل بازنشسته بانک این احتمال وجود دارد که حساب کارت آسان خرید ایشان به دلیل راکد بودن حساب مسدود و نک حساب بسته شده باشد. در این حالت لازم است شخص با اداره جبران خدمات بانک به شماره 66415031 تماس حاصل نموده و ضمن بررسی وضعیت حساب آسان خرید، نسبت به احیای حساب یا افتتاح حساب جدید از طریق اداره جبران خدمات اقدام نماید.( درصورت افتتاح حساب جدید و صدور کارت جدید، پس از گذشت 48 ساعت اکانت فعال می گردد.)'
'چگونه می توانم مانده اعتبار و وضعیت اقساط خود را مشاهده نمایم؟','از طریق ورود به پنل شخصی آسان خرید و یا با مانده گیری بر روی دستگاه های پوز دارای قابلیت آسان خریدی این امکان وجود دارد.'
'شماره کارت آسان خریدم تغییر کرده است، چه اقدامی انجام دهم؟','با تغییر شماره کارت در سیستم صدور کارت شعبه، در پنل آسان خرید نیز اطلاعات از سامانه صدور کارت فراخوانی و به صورت خودکار تغییر شماره کارت در سامانه آسان خرید رخ می دهد. در مواردی که این اتفاق صورت نگرفته لازم است 1- پرسنل بانک: وارد پنل شخصی خود شده و گزینه به روز رسانی را انتخاب نمایند. 2- مشتریان عادی به شعبه ثبت نام کننده جهت انجام بروزسانی در پنل آسان خرید شعبه مراجعه نمایند.'
'چرا مشتری نمی تواند از اعتبار خود استفاده کند؟','در این موارد لازم است وضعیت اکانت(فعال بودن یا منقضی شدن)، مهلت استفاده از اعتبار آسان خرید و رعایت سقف اقساط از سوی کاربر بررسی گردد.'
'روش استفاده از اعتبار آسان خرید در دیجی پی چیست؟ (سفر مشتری)','1- مراجعه به اپلیکیشن یا وب سایت دیجی کالا 2-انتخاب کالا، زمان و مکان تحویل 3-انتخاب گزینه "خرید با کارت اعتباری" در زیر سیستم شیوه پرداخت 4- گزینه پرداخت 5-انتخاب گزینه تجارت آسان خرید6-مشاهده سهم پرداخت نقدی و اعتباری (امکان ویرایش مبلغ اعتباری وجود دارد) 7- پرداخت 5 درصد مبلغ کالا به صورت نقد از هر کارت شتابی 8- انتقال به درگاه اعتباری ایران کیش پس از 15 ثانیه به منظور پرداخت بخش اعتبار آسان خرید(تفاوت قیمت نقدی و اقساطی (معادل 10 درصد سبد خرید) از اعتبار آسان خرید کسر می گردد بنابراین همواره اعتبار خود را به میزان 10 درصد سبد خرید حفظ کنید) 9- ورود اطلاعات کارت آسان خرید (داشتن رمز پویا الزامی است) 10- پرداخت موفق و کسر اعتبار آسان خرید و شروع اقساط نکته: در سفر جدید مشتری نیازی به مراجعه و فعالسازی کیف پول دیجی پی نیست.'
'خرید موفق بوده اما کالا از سمت دیجی کالا تامین نشده و یا انصراف از خرید زدم، چه اقدامی انجام دهم؟','در این حالت مبلغ معادل قیمت کالا در کیف پول مشتری شارژ می گرددکه مشتری می تواند مجدد از کیف پول دیجی پی خود در بستر دیجی کالا خرید نماید. لازم است در دیجی کالا ابتدا در قسمت دیجی کالای من> مدیریت کیف پول، کیف پول خود را فعال نماید و به میزان موجودی شارژ شده در کیف پول مجدد خرید نماید. نکته: در زمان پرداخت گزینه کیف پول انتخاب گردد. در صورت نیاز به راهنمایی بیشتر با شماره تماس 61930400 پشتیبانی دیجی پی تماس حاصل گردد.'
'با وجود خرید ناموفق برایم اقساط ایجاد و از اعتبارم کسر شده، چه اقدامی بکنم؟','در این حالت بایستی مشتری درخواست مکتوب خود را (ترجیحا مستندات شامل عکس از صفحه خرید ناموفق و یا پیام خرید ناموفق به همراه مشخصات فردی( نام نام خانوادگی، کدملی، موبایل، شماره حساب آسان خرید) و مبلغ خرید و تاریخ تراکنش ) از طریق شعبه یا منطقه ( در خصوص همکاران به صورت نامه از اداره شاغل در آن به صورت اتوماسیونی ) به اداره بانکداری شخصی ارسال نمایند تا پس از مراحل اداری اقساط و اسناد بازگشت داده شود.'
'چرا کارت آسان خرید من کار نمی کنه؟','معمولا با مراجعه به شعبه ثبت نام کننده و انجام به روز رسانی، غیرفعال سازی و فعال سازی مجدد در پنل آسان خرید مشکل مرتفع می گردد. در غیر این صورت اطلاعات به ایران کیش اعلام شود.'
'چرا با وجود تامین وجه اقساط از حسابم کسر نمی شود؟','اطلاعات مشتری (نام و نام خانوادگی، کدملی و شماره حساب آسان خرید ) اخذ و به ایران کیش جهت بررسی و اقدام اعلام گردد.'
'آیا شماره تلفن همراه باید متعلق به همان کدملی باشد؟','بله، در ضمن ورود به اپلیکیشن یا وب سایت دیجی پی باید با شماره تلفن همراه ثبت نامی صورت پذیرد.'
'خریدهای انجام شده از دیجی کالا در چند قسط کسر میشود؟','بازپرداخت تمام خریدها 11 قسط بوده و قابل تغییر نیست.'
'آیا نحوه ی استفاده از کارت آسان خرید همانند سایر کارتهای بانکی است ؟','خرید با اعتبار آسان خرید فقط در دستگاههای کارتخوان آسان خرید و درگاههای اینترنتی خاص خود قابل انجام است.'
'در هنگام خرید، علاوه بر کارت آسان خرید، آیا میتوان از کارتهای بانکی دیگر استفاده کرد؟','بله، شما این امکان را خواهید داشت که بخشی از مبلغ سبد خرید خود را از کارت آسان خرید و بخشی دیگر را به صورت نقدی از سایر کارت ها پرداخت نمایید.'
'کارمزد دیجی پی چه زمانی باید پرداخت شود؟','در مرحله ی پرداخت، لازم است کارمزد دیجی پی را از سایر کارتهای بانکی خود بصورت نقدی پرداخت کنید. پس از آن، در صورت موفق بودن پرداخت کارمزد، به درگاه پرداخت مخصوص کارتهای اعتباری تجارت هدایت میشوید و .مبلغ اعتباری را پرداخت خواهید کرد.'
'آیا برای استفاده از اعتبار کارت آسان خرید، محدودیت مبلغ وجود دارد؟','بله، حداقل مبلغ قابل پرداخت از طریق اعتبار کارت آسان خرید 250 هزار تومان و حداکثر 300 میلیون تومان است.'
'آیا برای استفاده از اعتبار کارت آسان خرید، محدودیت کالایی وجود دارد؟','بله، در حال حاضر امکان خرید کالاهای سوپرمارکتی و کارت هدیه وجود نداشته ولی خرید مابقی کالاها امکانپذیر است.'
'پیغام “کارت مسدود یا منقضی است” که هنگام خرید در سایت نمایش داده میشود، به چه معناست و چه اقدامی باید انجام شود؟','به این معنی است که کارت آسان خرید شما از سمت بانک تجارت مسدود شده یا تاریخ استفاده از آن به اتمام رسیده است، شما باید جهت بررسی، با بانک (شعبه ثبت نام کننده) تماس حاصل کنید.'
'پس از پرداخت مبلغ نقدی، پرداخت اعتباری با مشکل مواجه شده است، چه کاری باید انجام دهم؟','در این حالت، مبلغ کسر شده از کارت های شتابی، ظرف 72 ساعت به حساب بازگشت داده خواهد شد، شما میتوانید مجدد اقدام به خرید کنید.'
'اقساط به چه صورت پرداخت می شود؟','اقساط از طریق واریز به حساب تعریف شده در بانک تجارت در تاریخ های مشخص شده در سررسید خرید شما کسر می شود. در صورتیکه از طریق سازمان خود اقدام به دریافت کارت آسان خرید کرده اید، مبلغ اقساط از حساب حقوقی معرفی شده کسر می شود.'
'امکان استفاده از طرح آسان خرید برای کاربرانی که سیستم عامل تلفن همراه آنها iOS است، به چه صورت است می باشد؟','کاربرانی که سیستم عامل گوشی موبایل آنها iOS است میتوانند از طریق نسخه وب اپلیکیشن دیجیپی به آدرس app.mydigipay.com از آسان خرید تجارت استفاده کنند.'
'چگونه می توانم از وضعیت اقساط و مانده اعتبار خود مطلع شوم؟','برای مشاهده وضعیت اقساط و مانده اعتبار خود، می توانید به پنل آسان خرید به نشانی asankharid.tejaratbank.ir مراجعه نموده و در بخش گزارشات در قسمت گزارش اقساط مشتری، وضعیت اقساط و مانده اعتبار خود را مشاهده نمایید.'
'چگونه می توانم کارت آسان خرید تهیه کنم؟','متقاضیان دریافت کارت آسان خرید میتوانند از طریق افتتاح حساب بلندمدت (سپرده گذاری) یا قرار دادن وثیقه هایی چون سند ملکی، اوراق مشارکت، سهام پذیرفته شده در تالار اصلی بورس، سفته یا ترکیبی از وثیقه ها، نسبت به عضویت در شبکه آسان خرید بانک تجارت و دریافت کارت خرید اقدام کنند. مشتریانی که از طریق سپرده گذاری اقدام به عضویت در شبکه آسان خرید میکنند، سود بانکی به سپرده شان تعلق میگیرد. افتتاح حساب در بانک تجارت برای افرادی که ازطریق وثیقه متقاضی دریافت کارت آسان خرید هستند، الزامی است. سازمانها، ادارات، مؤسسات و شرکتها نیز میتوانند از طریق امضای تفاهمنامه و انعقاد قرارداد با بانک تجارت، کارکنان خود را برای عضویت در شبکه آسان خرید و استفاده از این طرح معرفی کنند.'
'شرایط فعالسازی کارت آسان خرید برای پرسنل بانک به چه صورت است؟','اعتبار آسان خرید پس از گذشت یک سال کامل، برای تمامی پرسنل بانک قابل استفاده است. در این حالت پرسنل مشمول باید شخصا به سامانه آسان خرید به آدرس asankharid.tejaratbank.ir مراجعه و در قسمت کارت آسان خرید در بخش ثبت نام پرسنل، نسبت به فعالسازی اکانت آسان خرید خود که به صورت سیستمی به محض تکمیل یک سال از گذشت استخدام برایشان ایجاده شده، اقدام نمایند.'
'چگونه به سامانه آسان خرید وارد شوم؟','جهت ورود به سامانه آسان خرید از بخش ورود کاربران وارد شده، در قسمت نام کاربری، شماره حساب آسان خرید خود را درج، سپس گزینه'ارسال کد به شماره همراه' را انتخاب نموده و رمز ورود یکبار مصرف خود را به صورت پیامکی دریافت و وارد نمایند.'
'لیست پذیرندگان آسان خرید را از کجا پیدا کنم؟','لیست پذیرندگان در صفحه ی اینترنتی محصول به آدرس asankharid.tejaratbank.ir قابل مشاهده است.'
'آیا برداشت از حساب در سایر شعب کارمزد دارد؟','بله. برداشت از حساب، به غیر از شعبه باز کننده حساب مشمول دریافت کارمزد می گردد.'
'وصول چک های سحر از سایر بانک ها از چه طریقی امکان پذیر است؟','چک های سحر از طریق سیستم کلر، پس از یک روز کاری از سایر بانک ها قابل وصول است.'
'وصول چک های سحر از طریق سایر شعب تجارت به چه صورت است؟','چک های سحر از تمامی شعب بانک تجارت ضمن پرداخت کارمزد، به صورت لحظه ای قابل وصول هستند.'
'شرایط و هزینه های اجاره صندوق اجاره ای به چه صورت است؟','اشخاص حقوقی و حقیقی که مطابق قانون اهلیت انجام معامله داشته و دارای هر نوع حساب نزد بانک تجارت باشند میتوانند طبق ضوابط از خدمات صندوقهای اجاره ای بانک استفاده نمایند . متقاضیان استفاده از صندوق اجاره ای در صورت نداشتن حساب در بانک ملزم به افتتاح حساب قرض الحسنه پس انداز هستند . اجاره صندوق ، شخصی و اسمی بوده و قابل انتقال به دیگری نیست و فقط اجاره کننده میتواند از آن استفاده نماید ، اجاره صندوقها ، بصورت نقدی ، برای مدت یکسال دریافت میگردد و برای مدت کمتر از یکسال نیز مدت اجاره یکساله محسوب خواهد شد . مشتری می بایست علاوه بر اجاره بهاء بعنوان وثیقه مبلغی را براساس تعرفه تعیین شده مربوط به بانک بسپارد. مبلغ مذکور در صورتیکه مشتری هیچگونه بدهی ناشی از استفاده از صندوق به بانک نداشته باشد در خاتمه اجاره عیناً پس از فسخ قرارداد به وی مسترد می شود .'
'چک بین بانکی رمزدار قابلیت واگذاری به غیر را دارد؟','خیر. چک رمزدار جهت حساب مشخصی صادر شده و فقط قابلیت واگذاری به همان حساب را دارد.'
'رفع سوء اثر چک های برگشتی به چه صورت می باشد؟','رفع سوء اثر چک های برگشتی به 5 روش انجام می شود: 1.تأمین موجودی  2.ارائه لاشه چک  3.ارائه رضایت نامه محضری ذی نفع چک به شعبه  4.واریز مبلغ چک به حساب جاری و مسدود نمودن آن به مدت 2 سال  5.سپری شدن مدت 7 سال از تاریخ صدور گواهی نامه عدم پرداخت چک.'
'مدت زمان لازم برای رفع سوء اثر چک های برگشتی که اقدامات لازم در خصوص آنها انجام نگرفته چقدر است؟','سپری شدن مدت 7 سال از تاریخ صدور گواهی نامه عدم پرداخت هر چک، سوابق بصورت خودکار از سامانه اطلاعاتی بانک مرکزی رفع سوء اثر می گردد.'
'چه نوع ارزهایی برای افتتاح حساب ارزی مورد قبول است؟','افتتاح حسابهای ارزی به ارزهای یورو، پوند انگلیس، دلار آمریکا، ین ژاپن، فرانک سوئیس، درهم امارات به نام تمامی اشخاص حقیقی و حقوقی ایرانی و خارجی بلامانع است. همچنین افتتاح حساب با استفاده از سایر ارزهای جهان روا منوط به هماهنگی با اداره خزانه داری و روابط با کارگزاران است.'
'درصورت واگذاری چک سایر بانکها در بانک تجارت پس از چند روز وصول میگردد؟','مبلغ چکی که موعد آن رسیده است از طریق سیستم چکاوک پس از یک روز کاری، به حساب مشتریان واریز می گردد.'
'سقف انتقال وجه ساتنا و پایا از طریق شعب چه مبلغی است؟','انتقال وجه پایا از طریق شعب برای مبالغ معادل یا کمتر از یک میلیارد ریال و انتقال وجه ساتنا از طریق شعب برای مبالغ بیشتر از 500 میلیون ریال انجام می گردد.'
'کارمزد انتقال وجه شتابی کارت به کارت به چه میزان است؟','کارمزد انتقال وجه شتابی کارت به کارت تا مبلغ 10میلیون ریال معادل 7000 ریال، بوده و به ازای هر 10 میلیون ریال، مبلغ 2600 ریال اضافه می شود.'
'آیا چک های برگشتی مشمول دریافت کارمزد می شوند؟','بله. در صورتیکه دستور عدم پرداخت چکهای بانک تجارت (چک برگشتی) صادر شود کارمزد مربوطه توسط شعبه از صاحب حساب جاری کسر می شود.'
'چگونه می توان مبلغ و تعداد تراکنش های اشخاص کمتر از 18 سال را کنترل یا برای آن سقف تعیین کرد؟','امکان کنترل و تعیین سقف برای مبلغ و تعداد تراکنش ها با درخواست نماینده قانونی صاحب حسابی که کمتر از 18 سال سن دارد فراهم است.'
'اختیار نماینده قانونی در مورد ابزارهای پرداخت فعال شده برای حساب اشخاص محجور چگونه غیر فعال می شود؟','در صورت رفع حجر صاحب حساب همه ابزارهای پرداختی در اختیار نماینده قانونی صاحب حساب غیر فعال شده و در صورت مراجعه شخص دارنده حساب و احراز هویت وی در شعبه بانک فعال می شود.'
'آیا بانکداری اینترنتی برای اشخاص حقوقی راه اندازی شده است؟','بله. سرویس اینترنت بانک این امکان را برای مشتریان حقوقی فراهم می آورد تا بسیاری از امور بانکی خویش ، از جمله دریافت صورتحسابهای بانکی با تعداد گردش تراکنش های بیشتر ، انتقال وجه به حسابهای معرفی شده و سایر حسابها ، پرداخت قبوض و مدیریت دستورهای پرداخت و نیز دسترسی به حساب های زیرمجموعه را از طریق این سیستم و با ورود به سایت اینترنت بانک انجام دهند.'
'سقف انتقال وجه به حساب های بانک تجارت از طریق تلفن بانک چه مبلغی می باشد؟','سقف انتقال وجه از طریق تلفن بانک تجارت به حساب های تعریف شده روزانه 150،000،000ریال و برای حساب های تعریف نشده مبلغ 30،000،000ریال می باشد.'
'سقف انتقال وجه به حساب های بانک تجارت از طریق موبایل بانک چه مبلغی می باشد؟','سقف انتقال وجه از طریق سرویس موبایل بانک تجارت به حسابهای تعریف شده در فرم ثبت نام روزانه، بدون محدودیت و برای حسابهای تعریف نشده 500.000.000 ریال می باشد.'
'سقف انتقال وجه به حساب های بانک تجارت از طریق اینترنت بانک چه مبلغی می باشد؟','سقف انتقال وجه از طریق اینترنت بانک تجارت به حسابهای تعریف شده در فرم ثبت نام ، نامحدود و برای سایرحسابها (حسابهای تعریف نشده) با رمز مبلغ 500.000.000  ریال و با دستگاه تولید رمز (Token) بدون محدودیت در هر روز می باشد.'
'امکان خرید شارژایرانسل از چه بسترهایی امکان پذیر است؟','خرید شارژ ایرانسل از طریق نرم افزار موبایل بانک تجارت، خدمات اینترنتی کارت، دستگاه های خودپرداز و دستگاه های POS  فروشگاهی امکان پذیر است.'
'امکان خرید شارژ همراه اول از چه بستر هایی امکان پذیر است؟','خرید شارژ همراه اول از طریق نرم افزار موبایل بانک تجارت، خدمات اینترنتی کارت، دستگاه های خودپرداز و دستگاه های POS  فروشگاهی امکان پذیر است.'
'دریافت نرم افزار موبایل بانک تجارت از چه روشی امکان پذیر است؟','مشتریان می توانند با مراجعه به سایت بانک تجارت و ورود به بخش سامانه همراه بانک تجارت، نرم افزار     متناسب با مدل گوشی خود را دانلود و نصب نمایند.'
'خدمات انتقال وجه انفرادی پایا از طریق اینترنت بانک تا چه ساعتی امکان پذیر است؟','ساعت پذیرش دستور پرداخت توسط سرویس پایا از طریق اینترنت روزهای شنبه لغایت پنجشنبه از ساعت 6 صبح الی 19:30 می باشد.'
'خدمات انتقال وجه ساتنا از طریق اینترنت بانک تا چه ساعتی امکان پذیر است؟','ساعت پذیرش دستور پرداخت توسط سرویس ساتنا از طریق اینترنت:مقطع زمانی - شروع خاتمه شنبه تا چهارشنبه 7:30 15:45 پنجشنبه 7:30 12:45'
'نحوه استفاده از دستگاه تولید رمز (Token) به چه صورت می باشد؟','با فشار دادن کلید   توکن را روشن کنید. پس از مشاهده نمودن عبارت PIN - - - - رمز پیش فرض 1234 را وارد کنید. سپس توکن عبارت APPLI  -   را نشان می دهد شما مجاز به وارد کردن عدد 1و یا 2 هستید. کلید 1 را فشار دهید رمز یکبار مصرف بر روی صفحه نمایش نشان داده می شود. توجه داشته باشید که در هر مرحله اگر توکن خاموش شد می توانید دوباره توکن را روشن کنید و رمز جدید دریافت کنید. توسط کلید   می توانید کاراکتر اشتباه وارد شده را پاک کنید و یا به مرحله قبل باز گردید. برای خاموش کردن توکن از کلید   استفاده کنید در غیر اینصورت توکن پس از 30 ثانیه بطور خودکار خاموش می شود.'
'چگونه می توان رمز ورود به توکن را تغییر داد؟','ابتدا توکن را توسط کلید   روشن کنید. پس از مشاهده عبارت   APPLI  - کلید   را فشار دهید و 2 ثانیه نگه دارید. سپس عبارت NEW PIN - - - -  ظاهر می شود، حال رمز جدید خود را وارد کنید و با مشاهده عبارت PIN CONF - - - -  رمز جدید را تکرار کنید. در اینصورت رمز شما تغییر می یابد و از این پس برای روشن کردن توکن از رمز جدیدی که ایجاد کردید به جای رمز پیش فرض 1234 استفاده کنید.'
'سیستم مدیریت پرداخت شامل چه نوع پرداختهایی می شود؟','خدماتی که مشتریان می توانند از طریق سیستم « مدیریت پرداخت » به صورت ماهیانه انجام دهند می باید دارای ویژگی های ذیل باشد : 1.    پرداخت با مبالغ ثابت باشد . 2.    دارای توالی پرداخت ماهیانه باشد . 3.    دارای دوره پرداخت مشخص باشد ( دارای تاریخ شروع و تاریخ آخرین پرداخت باشد ) 4.    حساب مخاطب نزد بانک تجارت باشد . خدمات دستور پرداخت می تواند شامل یک یا تعدادی از این موارد باشد : انجام پس انداز برای خانواده ، شارژ ساختمان ، پرداخت اقساط ،‌پرداخت مساعده با مبلغ ثابت توسط شرکتها ، کمک به موسسات خیریه ، پرداخت اجاره ساختمانها ،‌پرداخت حوالجات مستمر و . . .'
'آیا انتقال وجه شتابی از بانک سوم امکان پذیر است؟','بله. با برقراری امکان انتقال وجه سه جانبه بین بانکی، هریک از دارندگان کارت های عضو شتاب می توانند به دستگاه های خودپرداز هریک از بانکها مراجعه نموده و پس از انتخاب منوی انتقال وجه شتابی نسبت به جابجایی وجه تا سقف 30،000،000 ریال، به کارت بانک ثالث اقدام نمایند .بر این اساس در انتقال سه وجهی دستگاه خودپرداز صرفاً  مربوط به بانک مبدأ و مقصد نبوده و می تواند یکی از دستگاههای خودپرداز سایر بانکهای فعال در این طرح باشد.'
'شناسه شبا را از چه روش هایی می توان بدست آورد؟','شناسه شبا روی دفترچه حسابها و دسته چک ها چاپ می شود. همچنین از طریق نرم افزار همراه بانک تجارت، تلفنبانک تجارت، خودپردازهای بانک تجارت و سایت بانک تجارت نیز می توان شناسه مورد نظر را دریافت نمود.'
'تغییر زبان موبایل بانک از چه طریقی امکان پذیر است؟','کد های دستوری زیر را جهت تغییر زبان موبایل بانک می توانید به شماره 100080 ارسال نمایید: انتخاب زبان فارسی پیامک لحظه ای برای یک حساب مشخص شماره حساب*61* انتخاب حروف انگلیسی پیامک لحظه ای برای یک حساب مشخص شماره حساب*62* انتخاب زبان فارسی پیامک لحظه ای برای کلیه حسابها 	61* انتخاب حروف انگلیسی پیامک لحظه ای برای کلیه حسابها 	 62* '
'آیا استفاده از خدمات اینترنتی پایا و ساتنا برای تمامی حسابها امکان پذیر است؟',' استفاده از خدمات اینترنتی پایا و ساتنا برای کلیه حساب های لحظه ای (Online) بانک تجارت امکان پذیر است.'
